"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10647","TC001 - Verify login successfully","chromium","2026-06-30","passed","2026-06-30","","daily-attendance.spec.ts","",""
